repo	file	cls	methods	context
graal	sdk/src/org.graalvm.launcher/src/org/graalvm/launcher/Launcher.java	use	BitSet(); get(int); set(int); set(from,to)	Default option description indentation
graal	sdk/src/org.graalvm.polyglot.tck/src/org/graalvm/polyglot/tck/TypeDescriptor.java	use	BitSet(); get(int); set(int); isEmpty()	Represents a type of a polyglot value. Types include primitive types, null type, object type,
graal	substratevm/src/com.oracle.graal.pointsto/src/com/oracle/graal/pointsto/AnalysisPolicy.java	use		Specifies if this policy models constants objects context sensitively, i.e., by creating a
graal	substratevm/src/com.oracle.graal.pointsto/src/com/oracle/graal/pointsto/flow/context/bytecode/BytecodeSensitiveAnalysisPolicy.java	use	and(); or(); andNot(); cardinality()	Wraps the analysis object corresponding to a clone site for a given context into a non-null
graal	substratevm/src/com.oracle.graal.pointsto/src/com/oracle/graal/pointsto/flow/context/bytecode/ContextSensitiveMultiTypeState.java	use	get(int); equals()	Returns an array of all type ids from the {@link #objects} array. This mitigates the CPU
graal	substratevm/src/com.oracle.graal.pointsto/src/com/oracle/graal/pointsto/typestate/DefaultAnalysisPolicy.java	use	set(from,to); clear(int); and(); or(); andNot(); nextSetBit(); cardinality()	This class implements the default, context-insensitive, static analysis policy
graal	substratevm/src/com.oracle.graal.pointsto/src/com/oracle/graal/pointsto/typestate/MultiTypeStateWithBitSet.java	impl	get(int); nextSetBit(); equals(); hashCode()	Keep a bit set for types to easily answer queries like contains type or types count, and
graal	substratevm/src/com.oracle.graal.pointsto/src/com/oracle/graal/pointsto/typestate/TypeStateUtils.java	use	BitSet(int); set(int); clear(int); and(); or(); andNot(); nextSetBit(); cardinality(); size(); length(); clone()	This method gives access to the java.lang.BitSet's array of bytes. We need that array for
graal	substratevm/src/com.oracle.svm.core.foreign/src/com/oracle/svm/core/foreign/TrampolineSet.java	use	BitSet(int); get(int); set(int); clear(); isEmpty()	A set of trampolines that can be assigned to specific upcall stubs with specific method handles
graal	substratevm/src/com.oracle.svm.core/src/com/oracle/svm/core/code/CodeInfoEncoder.java	use	BitSet(); get(int); set(int)	Encapsulates {@link FrequencyEncoder}s for values that are referenced by an index, just like
graal	substratevm/src/com.oracle.svm.core/src/com/oracle/svm/core/code/FrameInfoEncoder.java	use	BitSet(); get(int); set(int); length()	Hook for when a frame is registered for encoding
graal	substratevm/src/com.oracle.svm.core/src/com/oracle/svm/core/graal/meta/SubstrateReplacements.java	use		The replacements implementation for the compiler at runtime. All snippets and method
graal	substratevm/src/com.oracle.svm.core/src/com/oracle/svm/core/heap/Pod.java	use	BitSet(); get(int); set(int); set(from,to); nextSetBit(); nextClearBit(); isEmpty(); equals()	A structure of fields, including object references, that is {@linkplain Builder modeled} at image
graal	substratevm/src/com.oracle.svm.core/src/com/oracle/svm/core/heap/SubstrateReferenceMap.java	use	BitSet(); get(int); set(int); nextSetBit(); previousSetBit(); isEmpty(); toLongArray(); valueOf(long[]); stream()	Stores the reference map data. 3 bits are currently required per entry: the first bit at
graal	substratevm/src/com.oracle.svm.hosted/src/com/oracle/svm/hosted/code/SubstrateGraphMaker.java	use		public class SubstrateGraphMaker
graal	substratevm/src/com.oracle.svm.hosted/src/com/oracle/svm/hosted/dashboard/PointsToBreakdown.java	use	BitSet(); get(int); set(int); stream()	Creates a JSON representation of the pointsto graph, in the format expected by the dashboard. The
graal	substratevm/src/com.oracle.svm.hosted/src/com/oracle/svm/hosted/dynamicaccessinference/dataflow/ForwardDataFlowAnalyzer.java	use	BitSet(); nextSetBit()	Abstract bytecode forward data-flow analyzer. Abstract program states, represented by {@code S},
graal	substratevm/src/com.oracle.svm.hosted/src/com/oracle/svm/hosted/imagelayer/ImageLayerSectionFeature.java	use	isEmpty(); toByteArray()	Creates a {@linkplain ImageLayerSection section} with information specific to the current layer
graal	substratevm/src/com.oracle.svm.hosted/src/com/oracle/svm/hosted/imagelayer/LayeredDispatchTableFeature.java	use	BitSet(); set(int)	Tracks the state of type dispatch tables across layers. Across layers, this information is used
graal	substratevm/src/com.oracle.svm.hosted/src/com/oracle/svm/hosted/meta/TypeCheckBuilder.java	use	BitSet(); get(int); set(int); and(); or(); andNot(); nextSetBit(); isEmpty(); cardinality(); intersects(); clone(); equals()	This class assigns each type an id, determines stamp metadata, and generates the information
graal	substratevm/src/com.oracle.svm.hosted/src/com/oracle/svm/hosted/meta/UniverseBuilder.java	use	BitSet(); set(from,to); nextSetBit(); nextClearBit(); previousSetBit(); length(); clone()	This step is single threaded, i.e., all the maps are modified only by a single thread, so no
graal	substratevm/src/com.oracle.svm.hosted/src/com/oracle/svm/hosted/meta/VTableBuilder.java	use	BitSet(); get(int); or(); nextClearBit()	We are allowed to filter vtables as long as we know the type layout does not need to
graal	substratevm/src/com.oracle.svm.interpreter/src/com/oracle/svm/interpreter/ristretto/meta/RistrettoReplacements.java	use		The replacements implementation for the Ristretto JIT compiler at runtime. All snippets and
graal	sulong/projects/com.oracle.truffle.llvm.parser/src/com/oracle/truffle/llvm/parser/LLVMLivenessAnalysis.java	use	BitSet(int); get(int); set(int); set(from,to); clear(); clear(int); or(); andNot(); nextSetBit(); size()	Holds the information when a certain value can be invalidated. The nullableWithinBlock
graal	sulong/projects/com.oracle.truffle.llvm.parser/src/com/oracle/truffle/llvm/parser/LazyToTruffleConverterImpl.java	use	nextSetBit()	Check whether the function parameter has an LLVM byval attribute attached to it. This usually
graal	sulong/projects/com.oracle.truffle.llvm.parser/src/com/oracle/truffle/llvm/parser/ValueList.java	use	BitSet(); get(int); set(int); set(int,bool)	Produce a new unique value used as placeholder for a forward referenced symbol
graal	sulong/projects/com.oracle.truffle.llvm.runtime/src/com/oracle/truffle/llvm/runtime/LLVMIVarBitLarge.java	use	BitSet(int); set(int); isEmpty(); toByteArray()	Implementation of variable-width integers with > 64 bits in size
graal	sulong/projects/com.oracle.truffle.llvm/src/com/oracle/truffle/llvm/initialization/LoadModulesNode.java	use	BitSet(int); get(int); set(int); clear()	The {@link LoadModulesNode} initialise the library. This involves building the scopes (local
graal	tools/src/com.oracle.truffle.tools.agentscript/src/com/oracle/truffle/tools/agentscript/impl/InsightInstrument.java	use	BitSet(); set(int); clear(int); nextClearBit(); length()	public class InsightInstrument
graal	truffle/src/com.oracle.truffle.api.dsl.test/src/com/oracle/truffle/api/dsl/test/MergeSpecializationsTest.java	test		public class MergeSpecializationsTest
graal	truffle/src/com.oracle.truffle.api.dsl.test/src/com/oracle/truffle/api/dsl/test/StateBitTest.java	test		public class StateBitTest
graal	truffle/src/com.oracle.truffle.api.dsl/src/com/oracle/truffle/api/dsl/SpecializationStatistics.java	use	BitSet(); get(int); set(int); nextSetBit()	Represents a specialization statistics utiltiy that can be {@link #enter() entered} to collect
graal	truffle/src/com.oracle.truffle.api.strings/src/com/oracle/truffle/api/strings/TruffleString.java	use	BitSet(int); get(int); set(int)	Represents a primitive String type, which can be reused across languages. Language implementers
graal	truffle/src/com.oracle.truffle.api.test/src/com/oracle/truffle/api/test/utilities/FinalBitSetTest.java	test		public class FinalBitSetTest
graal	truffle/src/com.oracle.truffle.api.utilities/src/com/oracle/truffle/api/utilities/FinalBitSet.java	impl	toLongArray()	Read-only bitset designed for partial evaluation. The implementation is partially re-used from
graal	truffle/src/com.oracle.truffle.api/src/com/oracle/truffle/api/frame/FrameDescriptor.java	use	BitSet(); get(int); set(int); clear(int); or()	Descriptor of the slots of frame objects. Multiple frame instances are associated with one such
graal	truffle/src/com.oracle.truffle.dsl.processor/src/com/oracle/truffle/dsl/processor/library/LibraryGenerator.java	use	BitSet(int)	public class LibraryGenerator
graal	truffle/src/com.oracle.truffle.polyglot/src/com/oracle/truffle/polyglot/PolyglotContextImpl.java	use	BitSet(int); get(int); set(int); cardinality()	Claims a sharing layer for a context. This typically happens at when the first non-host
graal	truffle/src/com.oracle.truffle.polyglot/src/com/oracle/truffle/polyglot/PolyglotThreadInfo.java	use	BitSet(int); get(int); set(int); clear(int); cardinality()	Only true if the thread was created "inside" exitContext, i.e. created from the thread
graal	visualizer/C1Visualizer/TextEditor/src/main/java/at/ssw/visualizer/texteditor/model/Scanner.java	use	BitSet(); get(int); set(int)	The implementing class must specify the used <code> TokenID</code>s and
graal	visualizer/IdealGraphVisualizer/Data/src/main/java/org/graalvm/visualizer/data/serialization/lazy/GraphMetadata.java	use	BitSet(); set(int)	Metadata distilled during scanning the input data, for use before the graph
graal	visualizer/IdealGraphVisualizer/Data/src/main/java/org/graalvm/visualizer/data/serialization/lazy/StreamPool.java	use	BitSet(); get(int); set(int); clear()	Stream constant pool. Performs a snapshot before data is overwritten in the pool. Later the pool
graal	visualizer/IdealGraphVisualizer/GraphSearch/src/main/java/org/graalvm/visualizer/search/ui/actions/GraphContextAction.java	use	BitSet(); get(int); set(int)	@author sdedic
graal	wasm/src/org.graalvm.wasm/src/org/graalvm/wasm/GlobalRegistry.java	use	BitSet(int); get(int); set(int,bool)	The global registry holds the global values in the WebAssembly module instance
graal	wasm/src/org.graalvm.wasm/src/org/graalvm/wasm/parser/validation/BlockFrame.java	use	BitSet(int); set(int); clone()	Representation of a wasm block during module validation
graal	wasm/src/org.graalvm.wasm/src/org/graalvm/wasm/parser/validation/ControlFrame.java	use	get(int); set(int); clone()	Represents the scope of a block structure during module validation
graal	wasm/src/org.graalvm.wasm/src/org/graalvm/wasm/parser/validation/IfFrame.java	use	clone()	Representation of a wasm if and else block during module validation
graal	wasm/src/org.graalvm.wasm/src/org/graalvm/wasm/parser/validation/LoopFrame.java	use	clone()	Representation of a wasm loop during module validation
graal	web-image/src/com.oracle.svm.hosted.webimage/src/com/oracle/svm/hosted/webimage/wasm/ast/ActiveData.java	use	BitSet(int); get(int); set(int); size()	Manages active data segments of a {@link WasmModule}
guava	android/guava-testlib/test/com/google/common/testing/ArbitraryInstancesTest.java	test		Unit test for {@link ArbitraryInstances}
guava	android/guava-tests/benchmark/com/google/common/base/CharMatcherBenchmark.java	test		Benchmark for the {@link CharMatcher} class
guava	android/guava-tests/benchmark/com/google/common/base/WhitespaceMatcherBenchmark.java	test		public class WhitespaceMatcherBenchmark
guava	android/guava-tests/test/com/google/common/base/CharMatcherTest.java	test		Unit test for {@link CharMatcher}
guava	android/guava/src/com/google/common/base/CharMatcher.java	impl	BitSet(); get(int); set(int); set(from,to); flip(from,to); and(); or(); nextSetBit(); cardinality(); size(); length(); clone()	Determines a true or false value for any Java {@code char} value, just as {@link Predicate} does
guava	android/guava/src/com/google/common/base/SmallCharMatcher.java	use	get(int); set(int); nextSetBit(); cardinality()	An immutable version of CharMatcher for smallish sets of characters that uses a hash table with
guava	android/guava/src/com/google/common/collect/ImmutableMap.java	use	BitSet(); get(int); set(int); isEmpty(); cardinality()	A {@link Map} whose contents will never change, with many other important properties detailed at
guava	android/guava/src/com/google/common/collect/Sets.java	use	BitSet(int); get(int); set(int); set(from,to); clear(from,to); nextSetBit(); nextClearBit(); isEmpty(); size(); clone()	Static utility methods pertaining to {@link Set} instances. Also see this class's counterparts
guava	guava-testlib/test/com/google/common/testing/ArbitraryInstancesTest.java	test		Unit test for {@link ArbitraryInstances}
guava	guava-tests/benchmark/com/google/common/base/CharMatcherBenchmark.java	test		Benchmark for the {@link CharMatcher} class
guava	guava-tests/benchmark/com/google/common/base/WhitespaceMatcherBenchmark.java	test		public class WhitespaceMatcherBenchmark
guava	guava-tests/test/com/google/common/base/CharMatcherTest.java	test		Unit test for {@link CharMatcher}
guava	guava/src/com/google/common/base/CharMatcher.java	impl	BitSet(); get(int); set(int); set(from,to); flip(from,to); and(); or(); nextSetBit(); cardinality(); size(); length(); clone()	Determines a true or false value for any Java {@code char} value, just as {@link Predicate} does
guava	guava/src/com/google/common/base/SmallCharMatcher.java	use	get(int); set(int); nextSetBit(); cardinality()	An immutable version of CharMatcher for smallish sets of characters that uses a hash table with
guava	guava/src/com/google/common/collect/ImmutableMap.java	use	BitSet(); get(int); set(int); isEmpty(); cardinality()	A {@link Map} whose contents will never change, with many other important properties detailed at
guava	guava/src/com/google/common/collect/Sets.java	use	BitSet(int); get(int); set(int); set(from,to); clear(from,to); nextSetBit(); nextClearBit(); isEmpty(); size(); clone()	Static utility methods pertaining to {@link Set} instances. Also see this class's counterparts
h2database	h2/src/main/org/h2/command/Parser.java	use		The parser is used to convert a SQL statement string to an command object
h2database	h2/src/main/org/h2/command/ParserBase.java	use	BitSet(); get(int); set(int); or(); nextSetBit(); isEmpty(); cardinality(); length()	The base class for the parser
h2database	h2/src/main/org/h2/command/Tokenizer.java	use	get(int); set(int)	Tokenizer
h2database	h2/src/main/org/h2/command/query/Optimizer.java	use	BitSet(); get(int); set(int)	The optimizer is responsible to find the best execution plan
h2database	h2/src/main/org/h2/command/query/Select.java	use	BitSet(); nextSetBit(); cardinality()	This class represents a simple SELECT statement
h2database	h2/src/main/org/h2/engine/Database.java	use	BitSet(); get(int); set(int); andNot(); nextClearBit()	There is one database object per open database
h2database	h2/src/main/org/h2/engine/SessionLocal.java	use	BitSet(); set(int)	A session represents an embedded database connection. When using the server
h2database	h2/src/main/org/h2/jdbc/JdbcCallableStatement.java	use	BitSet(); get(int); set(int)	Represents a callable statement
h2database	h2/src/main/org/h2/mvstore/Chunk.java	use	BitSet(); get(int); set(int); isEmpty(); cardinality(); toByteArray(); valueOf(long[])	A chunk of data, containing one or multiple pages
h2database	h2/src/main/org/h2/mvstore/FileStore.java	use	BitSet()	Class FileStore is a base class to allow for different store implementations
h2database	h2/src/main/org/h2/mvstore/FreeSpaceBitSet.java	impl	BitSet(); get(int); set(from,to); clear(); clear(from,to); nextSetBit(); nextClearBit(); previousSetBit(); previousClearBit(); cardinality(); size(); length()	A free space bit set
h2database	h2/src/main/org/h2/mvstore/db/MVSortedTempResult.java	use	BitSet(); get(int); set(int); nextClearBit()	Sorted temporary result
h2database	h2/src/main/org/h2/mvstore/db/Store.java	use	get(int)	A store with open tables
h2database	h2/src/main/org/h2/mvstore/tx/CommitDecisionMaker.java	use	BitSet(int); get(int); set(int)	Class CommitDecisionMaker makes a decision during post-commit processing
h2database	h2/src/main/org/h2/mvstore/tx/Transaction.java	use	BitSet(); get(int); set(int)	A transaction
h2database	h2/src/main/org/h2/table/InformationSchemaTable.java	use		This class is responsible to build the INFORMATION_SCHEMA tables
h2database	h2/src/main/org/h2/table/InformationSchemaTableLegacy.java	use		This class is responsible to build the legacy variant of INFORMATION_SCHEMA
h2database	h2/src/test/org/h2/test/db/TestBigResult.java	test		Test for big result sets
h2database	h2/src/test/org/h2/test/store/CalculateHashConstant.java	test		Calculate the constant for the secondary / supplemental hash function, so
h2database	h2/src/test/org/h2/test/store/CalculateHashConstantLong.java	test		Calculate the constant for the secondary hash function, so that the hash
h2database	h2/src/test/org/h2/test/unit/TestIntPerfectHash.java	test		Tests the perfect hash tool
h2database	h2/src/test/org/h2/test/unit/TestMVTempResult.java	test		Tests that MVTempResult implementations do not produce OOME
h2database	h2/src/test/org/h2/test/unit/TestPerfectHash.java	test		Tests the perfect hash tool
hibernate-orm	hibernate-core/src/main/java/org/hibernate/engine/spi/ActionQueue.java	use	BitSet(int); get(int); set(int); nextClearBit()	Responsible for maintaining the queue of actions related to events
hibernate-orm	hibernate-core/src/main/java/org/hibernate/internal/util/ImmutableBitSet.java	impl	toLongArray(); valueOf(long[])	An immutable variant of the {@link BitSet} class with some additional operations
hibernate-orm	hibernate-core/src/main/java/org/hibernate/internal/util/StringHelper.java	use	BitSet(); get(int); set(int)	Used to find the ordinal parameters (e.g. '?1') in a string
hibernate-orm	hibernate-core/src/main/java/org/hibernate/metamodel/mapping/internal/EmbeddableMappingTypeImpl.java	use	BitSet(); get(int); set(int)	Describes a "normal" embeddable
hibernate-orm	hibernate-core/src/main/java/org/hibernate/metamodel/mapping/internal/ToOneAttributeMapping.java	use		@author Steve Ebersole
hibernate-orm	hibernate-core/src/main/java/org/hibernate/persister/entity/mutation/EntityTableMapping.java	use	BitSet(); get(int); set(int)	Descriptor for the mapping of a table relative to an entity
hibernate-orm	hibernate-core/src/main/java/org/hibernate/persister/entity/mutation/TableSet.java	use	BitSet(); get(int); set(int)	Represents a Set of TableMapping(s); table mappings are
hibernate-orm	hibernate-core/src/main/java/org/hibernate/query/results/internal/complete/EntityResultImpl.java	use		@author Steve Ebersole
hibernate-orm	hibernate-core/src/main/java/org/hibernate/query/sqm/sql/AggregateColumnAssignmentHandler.java	use	BitSet(int); get(int); set(int); nextSetBit(); previousSetBit(); previousClearBit(); cardinality()	Handler for assignments to sub-columns of an aggregate column, which require a special write expr...
hibernate-orm	hibernate-core/src/main/java/org/hibernate/query/sqm/sql/internal/SqmMapEntryResult.java	use		@author Steve Ebersole
hibernate-orm	hibernate-core/src/main/java/org/hibernate/sql/ast/spi/AbstractSqlAstTranslator.java	use	BitSet(int); get(int); set(int); size()	@author Steve Ebersole
hibernate-orm	hibernate-core/src/main/java/org/hibernate/sql/results/graph/AbstractFetchParent.java	use		@author Steve Ebersole
hibernate-orm	hibernate-core/src/main/java/org/hibernate/sql/results/graph/BiDirectionalFetch.java	use		public interface BiDirectionalFetch
hibernate-orm	hibernate-core/src/main/java/org/hibernate/sql/results/graph/DomainResultGraphNode.java	use		Marker for all object types that can be part of a result mapping
hibernate-orm	hibernate-core/src/main/java/org/hibernate/sql/results/graph/FetchParent.java	use		Contract for things that can be the parent of a fetch
hibernate-orm	hibernate-core/src/main/java/org/hibernate/sql/results/graph/basic/BasicFetch.java	use	set(int)	Fetch for a basic-value
hibernate-orm	hibernate-core/src/main/java/org/hibernate/sql/results/graph/basic/BasicResult.java	use	set(int)	DomainResult for a basic-value
hibernate-orm	hibernate-core/src/main/java/org/hibernate/sql/results/graph/collection/internal/DelayedCollectionFetch.java	use		@author Steve Ebersole
hibernate-orm	hibernate-core/src/main/java/org/hibernate/sql/results/graph/collection/internal/EagerCollectionFetch.java	use		@author Steve Ebersole
hibernate-orm	hibernate-core/src/main/java/org/hibernate/sql/results/graph/collection/internal/SelectEagerCollectionFetch.java	use		@author Andrea Boriero
hibernate-orm	hibernate-core/src/main/java/org/hibernate/sql/results/graph/entity/AbstractDiscriminatedEntityResultGraphNode.java	use		abstract class AbstractDiscriminatedEntityResultGraphNode
hibernate-orm	hibernate-core/src/main/java/org/hibernate/sql/results/graph/entity/AbstractEntityResultGraphNode.java	use		AbstractFetchParent sub-class for entity-valued graph nodes
hibernate-orm	hibernate-core/src/main/java/org/hibernate/sql/results/graph/entity/EntityFetch.java	use		Specialization of Fetch for entity-valued fetches
hibernate-orm	hibernate-core/src/main/java/org/hibernate/sql/results/graph/entity/internal/AbstractNonJoinedEntityFetch.java	use		@author Steve Ebersole
hibernate-orm	hibernate-core/src/main/java/org/hibernate/sql/results/graph/entity/internal/EntityFetchJoinedImpl.java	use		@author Andrea Boriero
hibernate-orm	hibernate-core/src/main/java/org/hibernate/sql/results/graph/entity/internal/EntityInitializerImpl.java	use	BitSet(int)	@author Andrea Boriero
hibernate-orm	hibernate-core/src/main/java/org/hibernate/sql/results/graph/instantiation/internal/ArgumentDomainResult.java	use		@author Steve Ebersole
hibernate-orm	hibernate-core/src/main/java/org/hibernate/sql/results/graph/instantiation/internal/DynamicInstantiationResultImpl.java	use		@author Steve Ebersole
hibernate-orm	hibernate-core/src/main/java/org/hibernate/sql/results/graph/tuple/TupleResult.java	use	set(int)	@author Christian Beikov
hibernate-orm	hibernate-core/src/main/java/org/hibernate/sql/results/internal/domain/CircularBiDirectionalFetchImpl.java	use		@author Andrea Boriero
hibernate-orm	hibernate-core/src/main/java/org/hibernate/sql/results/jdbc/internal/JdbcValuesResultSetImpl.java	use	BitSet(int); get(int); set(int); clear()	{@link AbstractJdbcValues} implementation for a JDBC {@link ResultSet} as the source
hibernate-orm	hibernate-core/src/main/java/org/hibernate/sql/results/jdbc/internal/StandardJdbcValuesMapping.java	use	BitSet(int)	@author Steve Ebersole
hibernate-orm	hibernate-core/src/main/java/org/hibernate/tuple/entity/EntityMetamodel.java	use	BitSet(); set(int); isEmpty()	Centralizes metamodel information about an entity
hibernate-orm	hibernate-core/src/test/java/org/hibernate/orm/test/mapping/basic/bitset/BitSetConverterImmutableTests.java	test		Test using a converter to map the BitSet
hibernate-orm	hibernate-core/src/test/java/org/hibernate/orm/test/mapping/basic/bitset/BitSetConverterMutabilityTests.java	test		Basically the same test as {@link BitSetConverterTests} except here we
hibernate-orm	hibernate-core/src/test/java/org/hibernate/orm/test/mapping/basic/bitset/BitSetConverterTests.java	test		Test using a converter to map the BitSet
hibernate-orm	hibernate-core/src/test/java/org/hibernate/orm/test/mapping/basic/bitset/BitSetHelper.java	test		@author Steve Ebersole
hibernate-orm	hibernate-core/src/test/java/org/hibernate/orm/test/mapping/basic/bitset/BitSetImplicitTests.java	test		Tests for using BitSet without any mapping details
hibernate-orm	hibernate-core/src/test/java/org/hibernate/orm/test/mapping/basic/bitset/BitSetJavaType.java	test		@author Vlad Mihalcea
hibernate-orm	hibernate-core/src/test/java/org/hibernate/orm/test/mapping/basic/bitset/BitSetJavaTypeContributionTests.java	test		@author Steve Ebersole
hibernate-orm	hibernate-core/src/test/java/org/hibernate/orm/test/mapping/basic/bitset/BitSetJavaTypeRegistrationTests.java	test		@author Steve Ebersole
hibernate-orm	hibernate-core/src/test/java/org/hibernate/orm/test/mapping/basic/bitset/BitSetJavaTypeTests.java	test		Tests for using an explicit {@link JavaType}
hibernate-orm	hibernate-core/src/test/java/org/hibernate/orm/test/mapping/basic/bitset/BitSetJdbcTypeCodeTests.java	test		Tests for {@link JdbcTypeCode}
hibernate-orm	hibernate-core/src/test/java/org/hibernate/orm/test/mapping/basic/bitset/BitSetJdbcTypeRegistrationTests.java	test		@author Steve Ebersole
hibernate-orm	hibernate-core/src/test/java/org/hibernate/orm/test/mapping/basic/bitset/BitSetJdbcTypeTests.java	test		@author Steve Ebersole
hibernate-orm	hibernate-core/src/test/java/org/hibernate/orm/test/mapping/basic/bitset/BitSetMetaUserTypeTest.java	test		public class BitSetMetaUserTypeTest
hibernate-orm	hibernate-core/src/test/java/org/hibernate/orm/test/mapping/basic/bitset/BitSetMutabilityPlan.java	test		A BitSet's internal state is mutable, so handle that
hibernate-orm	hibernate-core/src/test/java/org/hibernate/orm/test/mapping/basic/bitset/BitSetRegisteredUserTypeTest.java	test		public class BitSetRegisteredUserTypeTest
hibernate-orm	hibernate-core/src/test/java/org/hibernate/orm/test/mapping/basic/bitset/BitSetType.java	test		@author Vlad Mihalcea
hibernate-orm	hibernate-core/src/test/java/org/hibernate/orm/test/mapping/basic/bitset/BitSetTypeTest.java	test		@author Vlad Mihalcea
hibernate-orm	hibernate-core/src/test/java/org/hibernate/orm/test/mapping/basic/bitset/BitSetUserType.java	test		@author Vlad Mihalcea
hibernate-orm	hibernate-core/src/test/java/org/hibernate/orm/test/mapping/basic/bitset/BitSetUserTypeTest.java	test		@author Vlad Mihalcea
hibernate-orm	hibernate-core/src/test/java/org/hibernate/orm/test/mapping/converted/converter/ConverterOverrideTypeRegisttrationTest.java	test		<pre>
hibernate-orm	hibernate-spatial/src/main/java/org/hibernate/spatial/dialect/hana/HANASpatialFunction.java	use	BitSet(); get(int); set(from,to); size()	public class HANASpatialFunction
hibernate-orm	hibernate-vector/src/main/java/org/hibernate/vector/internal/VectorHelper.java	use	BitSet(); set(int); nextSetBit()	Helper for vector related functionality
hibernate-orm	tooling/metamodel-generator/src/main/java/org/hibernate/processor/annotation/ErrorHandler.java	use		Responsible for forwarding errors from the HQL typechecker to the Java compiler,
hive	common/src/java/org/apache/hadoop/hive/common/FileUtils.java	use	BitSet(int); get(int); set(int); size()	Collection of file manipulation utilities common across Hive
hive	iceberg/iceberg-handler/src/main/java/org/apache/iceberg/mr/hive/writer/ParquetVariantRecordWriter.java	use	BitSet(int); set(int); nextClearBit(); size()	Writer-side helper that buffers a small sample of records to initialize Parquet VARIANT shredding...
hive	ql/src/java/org/apache/hadoop/hive/ql/ddl/table/partition/add/AlterTableAddPartitionOperation.java	use	BitSet()	Operation process of adding a partition to a table
hive	ql/src/java/org/apache/hadoop/hive/ql/exec/ColumnStatsUpdateTask.java	use	BitSet()	ColumnStatsUpdateTask implementation. For example, ALTER TABLE src_stat
hive	ql/src/java/org/apache/hadoop/hive/ql/exec/FileSinkOperator.java	use	BitSet(); get(int); set(int)	File Sink operator implementation
hive	ql/src/java/org/apache/hadoop/hive/ql/exec/tez/HiveSplitGenerator.java	use	get(int); toString()	This class is used to generate splits inside the AM on the cluster. It
hive	ql/src/java/org/apache/hadoop/hive/ql/io/orc/VectorizedOrcAcidRowBatchReader.java	use	BitSet(int); set(int); set(from,to,bool); clear(int); clear(from,to); nextSetBit(); previousSetBit(); cardinality(); size(); clone()	A fast vectorized batch reader class for ACID. Insert events are read directly
hive	ql/src/java/org/apache/hadoop/hive/ql/metadata/Hive.java	use	BitSet()	This class has functions that implement meta data/DDL operations using calls
hive	ql/src/java/org/apache/hadoop/hive/ql/optimizer/ConstantPropagateProcFactory.java	use	BitSet(); get(int); set(int); nextSetBit()	Factory for generating the different node processors used by ConstantPropagate
hive	ql/src/java/org/apache/hadoop/hive/ql/optimizer/FixedBucketPruningOptimizer.java	use	BitSet(int); set(int); clear(); cardinality()	Fixed bucket pruning optimizer goes through all the table scans and annotates them
hive	ql/src/java/org/apache/hadoop/hive/ql/optimizer/GroupingSetOptimizer.java	use	nextSetBit(); valueOf(long[])	public class GroupingSetOptimizer
hive	ql/src/java/org/apache/hadoop/hive/ql/optimizer/SharedWorkOptimizer.java	use	BitSet(); get(int); set(int); cardinality()	Shared computation optimizer
hive	ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/rules/HiveAggregateJoinTransposeRule.java	use	BitSet(); get(int); get(from,to); set(int)	Planner rule that pushes an
hive	ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/rules/HiveCardinalityPreservingJoinOptimization.java	use	BitSet(); BitSet(int); get(int); set(int); stream()	Optimization to reduce the amount of broadcasted/shuffled data throughout the DAG processing
hive	ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/rules/HiveLoptMultiJoin.java	use	get(int)	Join filters associated with the MultiJoin, decomposed into a list
hive	ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/rules/HiveLoptOptimizeJoinRule.java	use	BitSet(int); get(int); set(int); clear(int); and(); or(); cardinality()	Locates all null generating factors whose outer join can be removed. The
hive	ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/stats/EstimateUniqueKeys.java	use	BitSet(); get(int); set(int)	EstimateUniqueKeys provides an ability to estimate unique keys based on statistics
hive	ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/stats/HiveRelMdPredicates.java	use	get(int); set(int); nextSetBit(); cardinality(); toString()	Infers predicates for a project
hive	ql/src/java/org/apache/hadoop/hive/ql/parse/CalcitePlanner.java	use	BitSet(); set(int); flip(from,to); size()	{@link org.antlr.runtime.TokenRewriteStream} offers the opportunity of multiple rewrites of the same
hive	ql/src/java/org/apache/hadoop/hive/ql/plan/TableScanDesc.java	use	get(int); size()	Table Scan Descriptor Currently, data is only read from a base source as part
hive	ql/src/test/org/apache/hadoop/hive/metastore/txn/TestTxnHandler.java	test		Tests for TxnHandler
hive	ql/src/test/org/apache/hadoop/hive/ql/TestTxnCommands3.java	test		run with and w/o event fitlering enabled - should get the same results
hive	ql/src/test/org/apache/hadoop/hive/ql/exec/vector/VectorRandomBatchSource.java	test		Generate random batch source from a random Object[] row source (VectorRandomRowSource)
hive	ql/src/test/org/apache/hadoop/hive/ql/io/TestAcidUtils.java	test		Hive 1.3.0 delta dir naming scheme which supports multi-statement txns
hive	ql/src/test/org/apache/hadoop/hive/ql/io/orc/TestInputOutputFormat.java	test		Set the blocks and their location for the file
